843,23.47,244.88
844,22.64,238.38
845,22.89,238.38
846,22.53,229.38
847,22.19,240.00
848,21.77,242.50
849,22.73,258.75
850,23.50,217.12
851,22.25,244.00
852,23.03,247.62
853,23.02,235.88
854,23.30,240.62
855,24.34,245.88
856,22.59,243.00
857,20.36,231.75
858,21.77,257.00
859,23.42,230.25
860,21.23,242.25
861,22.95,245.50
862,22.06,254.75
863,20.81,224.00
864,22.73,249.50
865,23.53,233.62
866,21.17,251.88
867,22.14,233.25
868,20.75,259.50
869,19.89,246.50
870,21.94,260.75
871,22.73,231.00
872,21.42,229.12
873,23.38,244.75
874,22.30,257.75
875,19.83,248.75
876,21.72,246.25
877,25.39,233.25
878,22.78,251.12
879,21.89,253.12
880,21.78,248.00
881,22.25,231.25
882,22.67,227.50
883,21.55,265.50
884,22.31,243.88
885,21.44,241.12
886,22.05,244.50
887,20.95,256.75
888,22.34,239.88
889,21.33,229.25
890,20.91,250.50
891,21.98,260.50
892,21.84,253.00
893,23.62,226.50
894,20.56,245.50
895,21.88,265.50
896,21.69,242.50
897,21.67,241.38
898,21.91,255.50
899,21.08,251.88
900,21.91,240.00
901,22.81,256.75
902,23.41,243.62
903,21.72,252.62
904,22.75,261.75
905,24.17,231.00
906,21.84,264.00
907,20.55,254.88
908,21.39,234.62
909,22.86,250.00
910,20.67,231.00
911,21.83,244.50
912,20.56,230.25
913,22.78,228.62
914,22.95,245.50
915,21.77,252.62
916,22.11,245.75
917,20.72,255.38
918,22.81,238.88
919,21.83,233.25
920,21.91,238.75
921,22.52,244.38
922,21.14,233.38
923,21.61,246.75
924,22.47,258.25
925,23.53,280.75
926,22.44,246.38
927,21.64,243.25
928,19.95,270.00
929,22.09,246.88
930,23.53,264.75
931,21.83,244.62
932,22.52,270.75
933,23.12,238.62
934,21.56,241.88
935,21.30,218.25
936,21.16,245.00
937,22.17,252.12
938,20.84,237.12
939,21.22,242.12
940,21.03,236.25
941,21.97,220.12
942,20.53,214.62
943,20.56,237.00
944,22.23,225.38
945,21.25,231.62
946,21.88,224.62
947,23.22,212.62
948,21.34,213.12
949,22.27,226.62
950,21.86,219.75
951,22.62,227.12
952,22.38,259.75
953,22.94,247.50
954,20.59,238.88
955,21.86,248.38
956,20.94,217.38
957,21.84,240.88
958,22.84,252.38
959,21.58,225.88
960,20.62,237.38
961,23.64,228.12
962,22.20,233.88
963,20.91,240.62
964,22.66,241.75
965,22.52,236.00
966,20.72,245.25
967,20.97,218.38
968,22.16,241.75
969,21.34,215.50
970,21.70,229.62
971,23.73,238.88
972,21.41,250.00
973,21.55,247.38
974,23.30,235.50
975,21.08,239.50
976,24.02,279.00
977,22.03,228.75
978,23.81,268.00
979,21.97,254.00
980,23.14,259.75
981,22.47,344.50
982,22.55,241.75
983,22.38,242.38
984,22.53,237.38
985,21.89,248.50
986,20.89,237.50
987,21.22,273.25
988,23.03,251.62
989,22.69,257.50
990,24.42,273.75
991,21.22,239.25
992,23.53,241.25
993,23.08,265.50
994,25.22,307.00
995,21.95,243.12
996,21.16,274.00
997,23.58,254.62
998,22.61,243.75
999,22.36,241.25
1000,23.55,264.50
1001,21.33,240.25
1002,21.59,251.12
1003,22.33,225.62
1004,20.48,204.88
1005,22.91,226.12
1006,20.86,279.00
1007,21.67,269.00
1008,21.61,228.62
1009,22.19,237.88
1010,22.53,259.00
1011,23.34,259.50
1012,21.77,244.62
1013,21.08,227.25
1014,21.72,235.62
1015,22.06,256.50
1016,22.45,234.25
1017,21.64,237.25
1018,21.66,239.12
1019,21.03,239.25
1020,21.89,222.62
1021,23.19,252.50
1022,22.48,256.50
1023,22.75,228.50
1024,23.23,240.88
1025,21.56,237.50
1026,20.92,243.50
1027,21.50,241.62
1028,21.77,237.62
1029,22.14,242.75
1030,22.83,247.12
1031,21.89,233.00
1032,20.86,222.25
1033,22.48,219.88
1034,22.94,246.00
1035,21.84,288.75
1036,22.92,216.50
1037,22.92,232.38
1038,20.91,212.12
1039,23.14,236.25
1040,23.22,255.25
1041,20.81,239.00
1042,21.97,211.62
1043,22.20,221.62
1044,22.02,210.38
1045,24.31,223.12
1046,22.62,245.75
1047,621.00,1991.00
1048,409.75,232.88
1049,32.16,227.50
1050,30.59,226.38
1051,28.28,242.75
1052,26.83,245.75
1053,28.02,251.25
1054,25.12,255.00
1055,25.39,244.50
1056,24.66,239.75
1057,28.72,248.38
1058,24.05,241.12
1059,23.17,249.62
1060,24.42,234.62
1061,23.06,253.62
1062,24.11,253.38
1063,22.48,252.75
1064,22.56,251.25
1065,24.67,274.25
1066,24.58,248.62
1067,22.36,259.00
1068,23.73,249.25
1069,22.44,250.00
1070,22.16,256.00
1071,22.69,273.50
1072,23.14,255.62
1073,23.28,281.50
1074,20.84,267.50
1075,28.84,248.38
1076,22.11,260.25
1077,23.30,262.75
1078,22.23,249.62
1079,22.69,243.88
1080,22.81,275.25
1081,21.97,251.00
1082,22.47,260.50
1083,21.08,252.62
1084,22.14,237.75
1085,22.53,239.88
1086,22.52,262.75
1087,21.77,262.00
1088,23.03,255.00
1089,21.62,257.50
